timestamp,temp,pH,light_prim,light_sec,air,co2,heater_pump,cooler_pump,co2_pump,turb_pump,comments
2025-10-31 05:00:34,20.71,6.71,233.0,829.0,317.55,4.91,0.0,70.0,0.0,0.0,
2025-10-31 05:05:34,20.64,6.77,233.0,829.0,316.25,6.98,0.0,60.0,0.0,0.0,
2025-10-31 05:10:34,20.68,6.74,233.0,829.0,316.25,4.03,0.0,60.0,0.0,0.0,
2025-10-31 05:15:35,20.63,6.71,233.0,830.0,316.25,5.89,0.0,60.0,0.0,0.0,
2025-10-31 05:20:35,20.64,6.77,233.0,827.0,316.25,3.36,0.0,60.0,0.0,0.0,
2025-10-31 05:25:35,20.71,6.71,233.0,828.0,316.25,4.91,0.0,70.0,0.0,0.0,
2025-10-31 05:30:36,20.71,6.77,233.0,829.0,316.25,6.98,0.0,70.0,0.0,0.0,
2025-10-31 05:35:36,20.66,6.71,233.0,827.0,317.55,4.03,0.0,60.0,0.0,0.0,
2025-10-31 05:40:36,20.64,6.74,233.0,829.0,317.55,5.89,0.0,60.0,0.0,0.0,
2025-10-31 05:45:37,20.64,6.77,233.0,828.0,316.25,3.25,0.0,60.0,0.0,0.0,
2025-10-31 05:50:37,20.64,6.71,233.0,829.0,316.25,4.91,0.0,60.0,0.0,0.0,
2025-10-31 05:55:37,20.67,6.81,233.0,828.0,317.55,7.09,0.0,60.0,0.0,0.0,
2025-10-31 06:00:38,20.64,6.71,233.0,829.0,317.55,4.14,0.0,60.0,0.0,0.0,
2025-10-31 06:05:38,20.64,6.74,233.0,829.0,316.25,5.89,0.0,60.0,0.0,0.0,
2025-10-31 06:10:38,20.59,6.77,233.0,830.0,316.25,3.36,0.0,50.0,0.0,0.0,
2025-10-31 06:15:38,20.71,6.71,233.0,830.0,317.55,5.02,0.0,70.0,0.0,0.0,
2025-10-31 06:20:39,20.71,6.81,233.0,831.0,316.25,7.09,0.0,70.0,0.0,0.0,
2025-10-31 06:25:39,20.69,6.77,233.0,829.0,316.25,4.14,0.0,60.0,0.0,0.0,
2025-10-31 06:30:39,20.71,6.74,233.0,831.0,316.25,6.0,0.0,70.0,0.0,0.0,
2025-10-31 06:35:40,20.71,6.77,233.0,829.0,316.25,3.47,0.0,70.0,0.0,0.0,
2025-10-31 06:40:40,20.6,6.74,233.0,829.0,317.55,5.02,0.0,60.0,0.0,0.0,
2025-10-31 06:45:40,20.64,6.81,233.0,831.0,316.25,7.19,0.0,60.0,0.0,0.0,
2025-10-31 06:50:41,20.65,6.74,233.0,831.0,316.25,4.14,0.0,60.0,0.0,0.0,
2025-10-31 06:55:41,20.68,6.74,233.0,829.0,316.25,6.11,0.0,60.0,0.0,0.0,
2025-10-31 07:00:41,20.71,6.77,233.0,829.0,316.25,3.36,0.0,70.0,0.0,0.0,
2025-10-31 07:05:42,20.79,6.74,233.0,831.0,316.25,5.13,0.0,70.0,0.0,0.0,
2025-10-31 07:10:42,20.65,6.81,233.0,830.0,316.25,7.3,0.0,60.0,0.0,0.0,
2025-10-31 07:15:42,20.71,6.74,233.0,831.0,316.25,4.14,0.0,70.0,0.0,0.0,
2025-10-31 07:20:43,20.64,6.74,234.0,828.0,316.25,6.11,0.0,60.0,0.0,0.0,
2025-10-31 07:25:43,20.64,6.81,233.0,832.0,317.55,3.47,0.0,60.0,0.0,0.0,
2025-10-31 07:30:43,20.65,6.74,233.0,830.0,316.25,5.13,0.0,60.0,0.0,0.0,
2025-10-31 07:35:44,20.66,6.81,233.0,829.0,316.25,7.3,0.0,60.0,0.0,0.0,
2025-10-31 07:40:44,20.73,6.74,233.0,831.0,316.25,4.36,0.0,70.0,0.0,0.0,
2025-10-31 07:45:44,20.66,6.74,233.0,831.0,316.25,6.22,0.0,60.0,0.0,0.0,
2025-10-31 07:50:45,20.67,6.77,233.0,831.0,317.55,3.59,0.0,60.0,0.0,0.0,
2025-10-31 07:55:45,20.64,6.71,233.0,830.0,316.25,5.24,0.0,60.0,0.0,0.0,
2025-10-31 08:00:45,20.71,6.81,233.0,831.0,316.25,7.52,0.0,70.0,0.0,0.0,
2025-10-31 08:05:45,20.64,6.74,233.0,829.0,316.25,4.36,0.0,60.0,0.0,0.0,
2025-10-31 08:10:46,20.64,6.77,233.0,830.0,316.25,6.33,0.0,60.0,0.0,0.0,
2025-10-31 08:15:46,20.71,6.77,233.0,830.0,316.25,3.59,0.0,70.0,0.0,0.0,
2025-10-31 08:20:46,20.68,6.74,233.0,830.0,317.55,5.35,0.0,60.0,0.0,0.0,
2025-10-31 08:25:47,20.71,6.81,233.0,833.0,316.25,7.63,0.0,60.0,0.0,0.0,
2025-10-31 08:30:47,20.64,6.74,233.0,832.0,314.95,4.47,0.0,60.0,0.0,0.0,
2025-10-31 08:35:47,20.71,6.74,233.0,829.0,317.55,6.44,0.0,70.0,0.0,0.0,
2025-10-31 08:40:48,20.67,6.77,233.0,830.0,316.25,3.7,0.0,60.0,0.0,0.0,
